Sample,aupnn_prob,mc_prob,aupnn_logit,mc_logit
1,1.3248844e-09,5.542436e-10,0.0017168502,0.001683548
2,2.3327657e-07,1.9554689e-07,0.0023008431,0.0022462565
3,9.1032755e-09,4.4653308e-09,0.0018502235,0.0016718284
4,4.78127e-05,4.3800126e-05,0.0016988931,0.0016509079
5,1.9882423e-08,1.2610566e-08,0.0018794775,0.0017324141
6,9.6191576e-11,4.3200873e-11,0.0018318045,0.0017822799
7,2.0475352e-07,2.0195048e-07,0.002013874,0.0019235994
8,5.980048e-06,4.4900958e-06,0.0019650192,0.0019102356
9,1.3548325e-07,1.3311032e-07,0.0019677794,0.0018015964
10,5.613999e-08,5.6167483e-08,0.0018552081,0.0017673814
11,4.2944168e-07,2.676644e-07,0.0018361816,0.0016572252
12,2.8930594e-07,2.5553246e-07,0.0018699575,0.0016782003
13,6.3734564e-07,4.82279e-07,0.0020211202,0.0018696106
14,2.9052494e-06,2.5664408e-06,0.0018948516,0.0017726999
15,1.3235756e-08,1.013474e-08,0.0019834507,0.0019893686
16,6.068612e-07,5.4748216e-07,0.0021910714,0.002133057
17,3.7846526e-08,2.5843134e-08,0.0020062854,0.001951684
18,1.2504231e-08,8.145634e-09,0.0023563271,0.002471424
19,2.685079e-07,2.1316569e-07,0.0021431753,0.0022005562
20,7.10862e-07,6.6650034e-07,0.002032648,0.0020285535
21,7.920598e-06,6.9218986e-06,0.0021364246,0.001969498
22,1.8155738e-10,8.999089e-11,0.0024832226,0.0025348268
23,5.8746105e-07,5.1042053e-07,0.0021762522,0.0022605364
24,5.905048e-05,5.6137986e-05,0.001966929,0.0019017066
25,1.95912e-06,1.2239882e-06,0.0022028608,0.0020539023
26,5.4159392e-11,5.2575166e-11,0.0021860395,0.0023857334
27,4.0572786e-07,3.7600748e-07,0.0019969593,0.0019756164
28,1.0817393e-08,7.486227e-09,0.0017763801,0.0016251982
29,7.653429e-07,6.3111366e-07,0.0023280967,0.0021994275
30,7.488976e-14,5.4093476e-14,0.0019498033,0.0019999717
31,2.230764e-08,1.788045e-08,0.0019017115,0.0017697079
32,2.1780462e-08,6.182291e-08,0.0018592667,0.0018132746
33,0.0002105027,0.0002409086,0.0020681066,0.002034155
34,2.3879926e-08,1.225172e-08,0.0019245306,0.0016535883
35,5.7488645e-08,6.196885e-08,0.002037878,0.002004709
36,2.331557e-06,1.7502514e-06,0.0016400163,0.0014671291
37,6.657226e-11,4.7614787e-11,0.0019380017,0.0017766764
38,2.0194875e-06,1.6207288e-06,0.002008629,0.0017431626
39,4.6184504e-11,3.6040358e-11,0.0019287856,0.0017933074
40,5.925822e-08,5.9286734e-08,0.002195297,0.002205798
41,1.4669953e-07,1.3854006e-07,0.0018212297,0.0016244111
42,7.513222e-06,6.3129132e-06,0.0018937564,0.0018474434
43,7.411903e-07,7.0322363e-07,0.0021576262,0.0020532443
44,1.320549e-06,1.1401858e-06,0.001792843,0.0017285481
45,1.670011e-10,8.963082e-11,0.0023202293,0.0024328001
46,1.7445236e-08,8.8014716e-09,0.0016390277,0.0015924956
47,1.3375425e-06,1.1655741e-06,0.0018097255,0.0016730152
48,2.5780704e-05,1.9942783e-05,0.002474385,0.0023395831
49,3.7681778e-07,3.2240595e-07,0.0022094648,0.002153444
50,9.835123e-06,9.039178e-06,0.0021391888,0.002203507
51,3.7695725e-07,3.028768e-07,0.0020558427,0.0019345083
52,4.3906644e-07,3.8352425e-07,0.0021374798,0.0021293855
53,1.1528767e-07,1.3204368e-07,0.002322743,0.0023042087
54,0.00022051486,0.00022306122,0.002034473,0.0020372495
55,1.375896e-07,1.6286384e-07,0.0021926009,0.002217708
56,2.645043e-07,2.1220352e-07,0.0018771675,0.0016611653
57,0.00030542418,0.00024424487,0.0022150802,0.00223443
58,4.0538056e-05,3.6016267e-05,0.0020025775,0.0018808324
59,7.9706055e-13,6.452372e-13,0.0020790196,0.002078391
60,7.556817e-07,7.082438e-07,0.0018711841,0.0018500716
61,4.91475e-08,4.805901e-08,0.0018465299,0.0016747201
62,0.00030514828,0.00030446687,0.002133151,0.002005798
63,1.0300715e-09,6.338333e-10,0.0017627935,0.0017271251
64,2.5019028e-07,2.9208238e-07,0.0022041367,0.0023376355
65,3.437014e-08,7.878667e-08,0.0020826068,0.002065467
66,9.161556e-07,7.0741186e-07,0.0023970653,0.0021422722
67,1.3992123e-07,1.419593e-07,0.002196246,0.0020998758
68,4.947797e-05,4.5167195e-05,0.0021842578,0.0021002989
69,8.707184e-09,7.764868e-08,0.0018400998,0.0017333846
70,4.1655298e-07,4.1893705e-07,0.0020575447,0.002023065
71,1.9844068e-08,9.260047e-09,0.0017355474,0.0016573842
72,3.7290753e-09,2.0187898e-09,0.0022878654,0.0021804387
73,4.7596825e-07,3.4725804e-07,0.0019917097,0.0016794833
74,7.195101e-08,1.3793121e-07,0.0022794541,0.0020539477
75,8.5172405e-06,4.8710644e-06,0.0019399197,0.0018492858
76,1.123863e-10,5.0936446e-11,0.0017826996,0.0016186655
77,9.948718e-07,7.802107e-07,0.0017816725,0.0016638034
78,2.441964e-06,2.0392308e-06,0.0020538599,0.0019808873
79,1.1002294e-08,4.6924753e-09,0.0018252927,0.0017872844
80,1.0218004e-05,9.963257e-06,0.00227122,0.0023070122
81,7.276517e-08,9.2446605e-08,0.0018828295,0.0017984543
82,2.9986e-10,1.5415624e-10,0.002078339,0.0020786864
83,1.6407631e-09,8.422834e-10,0.0021609222,0.002188757
84,2.5262656e-07,2.532432e-07,0.0019127339,0.0019010843
85,2.158624e-08,1.03626114e-07,0.002182676,0.0020981864
86,0.00014951288,0.00014887663,0.0021830918,0.0021233775
87,1.374484e-07,1.3000205e-07,0.0019344034,0.0017808307
88,1.1184395e-06,8.9816655e-07,0.0021879722,0.0021509735
89,4.675205e-07,4.663496e-07,0.0021291398,0.0019718835
90,1.0984917e-06,8.639655e-07,0.0022433943,0.0022306393
91,1.9277299e-10,1.2723592e-10,0.002193848,0.0022532463
92,8.647123e-07,8.9045193e-07,0.0023544685,0.0023167843
93,2.881905e-09,1.6661297e-09,0.0021436359,0.0021547028
94,1.9501239e-07,1.1988931e-07,0.0018511981,0.0018569828
95,1.856492e-08,7.699823e-08,0.0019388709,0.0018364814
96,1.3895624e-06,1.0937675e-06,0.0019545914,0.0018384175
97,5.6768446e-08,7.656995e-08,0.0020791804,0.0021151644
98,2.2145657e-07,1.8039187e-07,0.0014285189,0.001227206
99,4.7928415e-07,3.6690253e-07,0.0023193606,0.0022907853
100,7.637288e-10,4.027006e-10,0.0018144808,0.0016277214
101,9.3111546e-11,7.496488e-11,0.0021607573,0.0021835007
102,3.0440407e-07,2.6406062e-07,0.0019358133,0.0017150767
103,8.529095e-08,1.1884646e-07,0.0020349114,0.0020264327
104,7.6446395e-07,6.591906e-07,0.0019510257,0.0017459956
105,1.0945282e-06,9.888357e-07,0.0023906264,0.0021688011
106,8.584139e-06,6.5780932e-06,0.0021060647,0.0018207266
107,9.191549e-08,1.2578782e-07,0.0019557017,0.0018218494
108,1.4703754e-09,7.548762e-10,0.002160203,0.0020293628
109,3.1311494e-05,2.9688867e-05,0.002070113,0.001997286
110,1.8360071e-05,1.953654e-05,0.0021985385,0.002052784
111,3.242677e-08,4.2352003e-08,0.0020061831,0.0020690146
112,2.2765362e-06,1.8618324e-06,0.0022626608,0.0019919686
113,7.841047e-09,5.7986127e-09,0.0021760883,0.002257532
114,0.000257889,0.0002758601,0.0022727493,0.0023894606
115,2.95682e-08,7.254892e-08,0.00211082,0.0020963608
116,2.2474295e-07,2.128075e-07,0.0024166028,0.0024748333
117,7.813086e-07,8.3746505e-07,0.00205969,0.0019531727
118,4.2258253e-07,3.737859e-07,0.0021464787,0.0019998832
119,8.38287e-09,5.057031e-09,0.002148526,0.0020427012
120,1.4824265e-06,1.3308437e-06,0.0023254978,0.0021443884
121,2.7101462e-06,2.013899e-06,0.0020797157,0.0019862186
122,4.1329575e-09,2.1203448e-09,0.0019752095,0.001953317
123,3.2722048e-07,2.112357e-07,0.0019303741,0.0019485593
124,5.275582e-09,3.0892824e-09,0.0023005982,0.0024019754
125,8.2127635e-06,7.884315e-06,0.0022937178,0.0024104116
126,1.6506355e-06,1.5684893e-06,0.0022195035,0.0021615091
127,7.0327875e-11,4.8831095e-11,0.002368581,0.00240476
128,1.6535168e-06,1.1932933e-06,0.0023091077,0.0023323598
129,2.2339416e-08,1.9234076e-08,0.0019770705,0.0019185646
130,1.890329e-12,1.4866826e-12,0.0021760622,0.0023054883
131,4.5475346e-08,8.925816e-08,0.002102501,0.0019807098
132,1.9805386e-05,1.780796e-05,0.002258138,0.0020644336
133,4.3251544e-12,3.4871685e-12,0.0020325363,0.0018876872
134,2.9656388e-07,2.849958e-07,0.0018099982,0.001767077
135,1.0640462e-05,7.656578e-06,0.0021054817,0.0020608183
136,1.5261297e-06,1.4003236e-06,0.0019143919,0.0017642374
137,1.9363187e-09,9.272441e-10,0.0020536107,0.0019965265
138,9.427745e-08,1.324329e-07,0.0019383037,0.0018820512
139,6.169934e-07,4.2468434e-07,0.001990344,0.0018575403
140,1.16154935e-08,6.9743105e-09,0.002194529,0.0022085758
141,3.3415355e-07,2.3128875e-07,0.0016682084,0.0014579685
142,1.3701379e-09,9.850536e-10,0.0023536796,0.0023835143
143,9.893462e-07,1.037044e-06,0.0018522898,0.001861519
144,4.9049924e-09,3.6535808e-09,0.0023063612,0.0022378624
145,1.0090096e-05,8.039487e-06,0.0019984741,0.0018820313
146,5.752091e-08,5.8388054e-08,0.001840146,0.0016303075
147,5.2512164e-09,3.7086828e-08,0.0019017181,0.0018288043
148,1.6727547e-08,1.0685987e-08,0.0020615319,0.002104074
149,6.7720515e-07,6.2183085e-07,0.0022724415,0.0022852125
150,1.7564664e-08,6.0912484e-08,0.0019828016,0.0020103173
151,7.1843614e-10,4.2592885e-10,0.0018980873,0.0018006663
152,1.9975346e-10,1.4066046e-10,0.0016894216,0.001594676
153,6.7625066e-08,8.049537e-08,0.0019284909,0.0019126988
154,5.5827654e-10,3.1601294e-10,0.002022696,0.0018865933
155,2.914675e-09,6.3221894e-09,0.0020585412,0.0021925531
156,1.516013e-09,1.1483379e-09,0.001955312,0.001920723
157,5.547209e-08,1.09933794e-07,0.0018965494,0.0016907874
158,2.6519723e-10,1.02749885e-10,0.0017681092,0.0015962028
159,1.545247e-09,1.0725401e-09,0.002329609,0.0024208627
160,1.4505929e-06,1.8403599e-06,0.0024041294,0.0024817162
161,3.280452e-10,1.9769747e-10,0.0023804747,0.0024266571
162,1.0420207e-07,1.1097608e-07,0.0020696549,0.0018746038
163,2.8257816e-06,3.1292082e-06,0.001997148,0.0019837983
164,1.8883897e-07,1.6223811e-07,0.0020351945,0.002038987
165,6.4715854e-13,5.0181067e-13,0.0019806845,0.0019176031
166,3.817014e-09,2.3661844e-09,0.0018784412,0.0019488479
167,6.680648e-08,9.8633116e-08,0.0019837674,0.0018378173
168,2.1839344e-09,1.4622984e-09,0.0023525406,0.002406143
169,4.6159503e-08,6.198956e-08,0.0017924728,0.0016545608
170,5.8047807e-08,7.505615e-08,0.0020947526,0.0020680302
171,7.172055e-08,1.043266e-07,0.0024160908,0.0021480494
172,4.530569e-09,5.9047522e-08,0.0020257256,0.0019468343
173,3.779215e-07,3.13374e-07,0.0022319143,0.0022051516
174,5.740372e-08,7.472628e-08,0.0019957405,0.0018975834
175,1.7113585e-08,8.38522e-08,0.002157388,0.0022097623
176,1.261479e-07,1.307153e-07,0.002521419,0.0025666587
177,8.8496854e-10,5.0425425e-10,0.0021925305,0.0022543375
178,2.2604069e-10,7.581775e-11,0.00153297,0.0014770523
179,1.491679e-08,2.6921212e-08,0.001889868,0.0017700818
180,9.00809e-07,6.63763e-07,0.0019581872,0.0019696136
181,6.304104e-06,5.437318e-06,0.0018904969,0.0017452558
182,5.085983e-10,3.1523145e-10,0.002076889,0.0021391942
183,8.178805e-10,5.2474175e-10,0.0020467744,0.002001087
184,1.1122637e-09,5.9520083e-10,0.0020004325,0.0019808025
185,3.4133365e-05,2.7024138e-05,0.0019410359,0.0018196509
186,1.0255775e-11,8.147585e-12,0.0020747215,0.0021491551
187,1.8264791e-09,8.904428e-10,0.002234239,0.0021155996
188,3.845713e-09,7.519737e-08,0.0020365063,0.0020560562
189,1.6529918e-10,9.310125e-11,0.0017268213,0.001574691
190,3.165119e-07,2.8468105e-07,0.002379978,0.0023969356
191,8.547545e-09,4.7776334e-09,0.0020531826,0.0020341084
192,2.5465053e-07,2.3346396e-07,0.0017967997,0.001658379
193,2.3942439e-12,1.8132333e-12,0.0020405345,0.0020694176
194,1.6820425e-07,1.7361187e-07,0.0020047745,0.0019847248
195,2.34077e-05,1.5095371e-05,0.002017131,0.002033846
196,4.176261e-06,3.186696e-06,0.00208325,0.0019329451
197,2.4255687e-05,2.1690077e-05,0.0020207488,0.0020331957
198,5.62749e-08,7.989458e-08,0.002318772,0.00223908
199,1.5550917e-07,1.6710857e-07,0.0021445488,0.0018765676
200,2.9458436e-10,1.7978871e-10,0.001999231,0.001914691
201,2.3398898e-06,1.9389793e-06,0.002088604,0.0018563604
202,3.0979473e-07,2.4515919e-07,0.0017652363,0.0017027544
203,1.18821205e-07,1.707147e-07,0.0018586812,0.0018648807
204,1.9862831e-05,1.5798358e-05,0.002212913,0.0020961838
205,2.240018e-09,1.1523326e-09,0.0024150284,0.0024456708
206,2.8322037e-07,2.7401992e-07,0.002105184,0.0020486177
207,0.00016725433,0.00014897392,0.0024540427,0.0025457402
208,1.9409725e-09,1.0184023e-09,0.0019980303,0.002007047
209,4.0687186e-07,3.7486183e-07,0.0022113905,0.0021852658
210,2.5023073e-08,7.520634e-08,0.0022054273,0.0019614594
211,3.665109e-08,8.634968e-08,0.0019742625,0.0018394768
212,1.11094955e-07,1.094557e-07,0.0021385392,0.0021350933
213,1.8667174e-09,1.1357838e-09,0.002433329,0.002452681
214,3.1052448e-07,2.8215823e-07,0.0020632525,0.0018043966
215,2.4481824e-07,2.349913e-07,0.0017733196,0.0016710483
216,2.797928e-08,1.9920172e-08,0.0022020438,0.0019152538
217,0.00021845505,0.00020796884,0.0021207703,0.0022214924
218,3.4612353e-07,2.587595e-07,0.002315552,0.002103103
219,3.896088e-06,3.0994302e-06,0.0020448496,0.0017926093
220,1.7656454e-05,1.5152613e-05,0.0022302475,0.001993236
221,4.7086337e-07,4.5135798e-07,0.0018520687,0.0016381686
222,3.5438083e-10,2.2677034e-10,0.0017175145,0.0016729779
