Sample,aupnn_prob,mc_prob,aupnn_logit,mc_logit
1,1.0489576e-12,7.3735077e-13,0.0022336252,0.0023282173
2,5.9701105e-11,3.673598e-11,0.0028623377,0.0029520285
3,3.3692096e-09,1.7498762e-09,0.0022833992,0.0021944765
4,5.392492e-05,5.5241042e-05,0.0022309707,0.002308425
5,2.2660597e-10,1.4672748e-10,0.0025969173,0.0026231604
6,1.2578425e-16,1.02195054e-16,0.002414116,0.002540057
7,1.5743065e-10,9.849086e-11,0.002461518,0.0025497691
8,1.1616915e-05,8.666907e-06,0.0023009947,0.0022954387
9,1.5760496e-07,1.567505e-07,0.0024766459,0.002364133
10,4.8382287e-10,2.2663361e-10,0.0023530899,0.0023208337
11,1.6406307e-08,5.967966e-09,0.0019929635,0.0018323499
12,1.0237153e-07,9.03597e-08,0.002498416,0.002436552
13,5.6471374e-09,3.1347267e-09,0.0025265336,0.0025073017
14,8.17662e-07,6.267383e-07,0.002239303,0.0021860774
15,4.905973e-09,1.061883e-08,0.002331345,0.0024523484
16,2.5001478e-08,2.8028317e-08,0.0027278021,0.0028156186
17,5.921573e-11,3.9760115e-11,0.0024295454,0.0025112864
18,1.7220769e-07,2.1118818e-07,0.002787676,0.0030853162
19,8.273436e-10,5.306117e-10,0.00287569,0.0030515443
20,3.5019795e-08,3.205485e-08,0.002653152,0.0026878207
21,1.4634564e-06,1.3587701e-06,0.0027176663,0.0026294095
22,5.6069756e-14,4.0290857e-14,0.0031064325,0.0033501214
23,1.10176245e-07,1.448716e-07,0.0028617792,0.0031927202
24,8.20276e-08,9.294604e-08,0.0024744566,0.002513948
25,7.5133755e-08,8.4184606e-08,0.0027959484,0.0027517534
26,3.8980516e-17,3.4297433e-17,0.0026311001,0.002987596
27,2.9409676e-07,3.3152455e-07,0.002626593,0.0027783825
28,2.2660724e-07,2.7961875e-07,0.0023590685,0.0022571138
29,5.307493e-09,2.846942e-09,0.0029512013,0.0029739179
30,2.1331393e-17,1.5467321e-17,0.002520705,0.0027186114
31,2.2495523e-10,1.3395367e-10,0.0025248793,0.0024319468
32,2.2352735e-08,7.131148e-08,0.0025822944,0.0027175085
33,0.00014552419,0.00016961418,0.0025303455,0.0026662652
34,4.0758393e-11,2.7069439e-11,0.0023724432,0.002189507
35,1.1116241e-07,1.0464391e-07,0.0024952914,0.002548986
36,2.3113019e-08,2.2637337e-08,0.0025138147,0.0024617445
37,3.8389314e-13,2.7916073e-13,0.002337731,0.002275749
38,2.5903383e-08,1.815887e-08,0.0025510546,0.0024061322
39,1.1777093e-12,1.0387575e-12,0.0023303991,0.0021893121
40,1.2864776e-06,1.2446397e-06,0.0026581758,0.0028384528
41,6.9059746e-07,6.8649e-07,0.0024578727,0.0023342879
42,4.169571e-08,2.4920563e-08,0.0025687492,0.0027475029
43,5.9533253e-08,1.0203499e-07,0.0025568758,0.0026157706
44,4.4794213e-08,5.8452493e-08,0.0023440947,0.0024147788
45,1.6427366e-13,1.3181119e-13,0.0027170987,0.0029389292
46,1.7536295e-10,1.0261827e-10,0.0019847981,0.0019929481
47,4.0253735e-08,6.6414536e-08,0.0022784264,0.0022721377
48,4.4811322e-06,3.5210185e-06,0.003099673,0.0031071496
49,2.1686852e-10,1.277507e-10,0.0028854567,0.0030896144
50,4.882906e-06,4.2778042e-06,0.0024943133,0.0026989682
51,1.4782724e-08,4.9150188e-08,0.0023483324,0.002284324
52,1.1569994e-08,7.837587e-09,0.0029725037,0.003099206
53,9.9260276e-08,1.2587212e-07,0.0028261656,0.002872293
54,2.9931173e-06,3.0092162e-06,0.002706983,0.0028713134
55,1.3927309e-10,7.9450516e-11,0.002204579,0.0023542081
56,9.640597e-08,9.8411334e-08,0.002565527,0.0024755187
57,5.6699093e-05,5.567415e-05,0.0028051017,0.0031108425
58,1.0191322e-05,1.2016458e-05,0.0025768836,0.0025330195
59,1.090116e-16,9.3044485e-17,0.0025611366,0.0026180304
60,3.4836611e-07,3.071124e-07,0.0022405286,0.002238362
61,1.9475668e-09,1.2528736e-09,0.0023908592,0.0023031116
62,5.275928e-08,8.259122e-08,0.0028758384,0.0028453914
63,8.005217e-14,6.2229315e-14,0.0023244794,0.002415424
64,5.525045e-06,6.3783486e-06,0.0030067929,0.0034714546
65,8.423029e-10,4.9011756e-10,0.0027361796,0.002918171
66,2.9563271e-08,1.0413548e-07,0.0028669883,0.002707205
67,7.6825756e-08,9.370572e-08,0.0027708656,0.0028132573
