Sample,aupnn_prob,mc_prob,aupnn_logit,mc_logit
1,1.446511e-06,1.2351621e-06,0.0020171795,0.0017894222
2,3.309027e-11,2.7161946e-11,0.0017925847,0.0017363306
3,7.0978956e-07,6.2571536e-07,0.002057547,0.0019595735
4,1.510092e-07,1.8268929e-07,0.0021316197,0.002097408
5,1.1421935e-09,7.918249e-10,0.0024011442,0.0025597247
6,1.4571573e-09,9.703834e-10,0.00214106,0.0021289575
7,6.296805e-07,4.6923802e-07,0.0020457152,0.0021030335
8,1.5284063e-06,1.2506196e-06,0.002211309,0.0021492257
9,2.0498876e-06,1.5560264e-06,0.0021923454,0.0019469274
10,5.7541416e-11,4.1944146e-11,0.002252909,0.0024271484
11,9.455276e-08,1.17912094e-07,0.0020236801,0.0020202196
12,3.847321e-06,3.6827175e-06,0.0018948329,0.0017947815
13,2.2804694e-07,2.524027e-07,0.0023991999,0.0025387409
14,7.085299e-06,7.327038e-06,0.0021869133,0.0023758905
15,5.832317e-07,4.5404406e-07,0.002047996,0.0020390477
16,8.856085e-12,7.0839255e-12,0.0016672317,0.0015355238
17,1.9742222e-08,1.0202768e-08,0.0019434572,0.0018474523
18,1.4331811e-08,6.860468e-09,0.0020157872,0.0021013464
19,4.6359272e-08,6.124476e-08,0.0022960491,0.0024013768
20,4.181143e-08,7.025409e-08,0.0017411798,0.0016007053
21,2.0904386e-08,8.6304766e-08,0.0016812693,0.0016095501
22,8.238742e-10,4.3317702e-10,0.0021104221,0.0021345853
23,5.0774145e-09,2.7157074e-09,0.0020958483,0.0020422742
24,7.110935e-08,1.00444026e-07,0.002089983,0.0021678186
25,0.0001770868,0.0001641691,0.0019585527,0.0018632198
26,2.3875395e-09,1.501926e-09,0.0024776035,0.0027064106
27,6.1109134e-08,6.562906e-08,0.0024719604,0.0023927554
28,3.7200136e-06,2.2339786e-06,0.002052282,0.0018996613
29,3.5955614e-05,2.8998516e-05,0.0019603546,0.0019127947
30,2.7983502e-08,1.3039363e-08,0.00235589,0.0020036993
31,5.0154995e-07,3.5406916e-07,0.0021481605,0.0019215724
32,2.3312133e-08,3.664402e-08,0.002118366,0.0020671696
33,6.6364078e-06,5.207005e-06,0.0021056216,0.0019267817
34,7.890625e-10,3.6204728e-10,0.0020286185,0.0019139876
35,5.5316026e-08,7.555511e-08,0.0021143716,0.0021065134
36,7.982721e-10,4.941307e-10,0.0019763228,0.0018254063
37,2.6271467e-09,1.4696263e-09,0.0017344824,0.0017028626
38,2.9841956e-07,2.4394544e-07,0.0019275212,0.0018820968
39,5.262166e-07,4.1478992e-07,0.001779078,0.001632168
40,3.9485727e-07,3.1016629e-07,0.0022997244,0.0024745748
41,6.110706e-07,5.381324e-07,0.0018203871,0.0016499322
42,7.731526e-05,7.1791284e-05,0.0022364086,0.0021348153
43,1.0848722e-07,1.1042734e-07,0.00249299,0.0027395338
44,1.0853256e-10,4.493725e-11,0.0017736512,0.0017958289
45,3.3461067e-09,2.1499162e-09,0.0021333555,0.0021634214
46,1.6492349e-10,1.0843432e-10,0.0023479257,0.0025320137
47,1.5140705e-08,8.7827265e-09,0.0021502834,0.0021862548
48,1.0752508e-05,7.645472e-06,0.0022429381,0.0020707147
49,4.1438986e-09,1.9049995e-09,0.0015577911,0.0014119815
