Sample,aupnn_prob,mc_prob,aupnn_logit,mc_logit
1,5.5414086e-05,4.269194e-05,0.0017424803,0.0015602281
2,4.798094e-08,4.6148163e-08,0.0019164996,0.001870629
3,1.7553099e-07,1.879908e-07,0.0020059834,0.0018872892
4,6.903336e-07,6.4582645e-07,0.001975531,0.0018861135
5,1.8051942e-09,2.9288598e-09,0.0022778637,0.0023718774
6,5.5305364e-08,5.3717173e-08,0.0018479829,0.0018079476
7,1.0673909e-06,7.1364855e-07,0.0018769412,0.0019004571
8,1.8136988e-06,1.570335e-06,0.002190031,0.0021043802
9,6.4701862e-06,4.9659957e-06,0.00210374,0.0018821654
10,1.18205294e-08,8.594724e-09,0.0022926806,0.002458261
11,6.4269705e-07,6.3737764e-07,0.002015337,0.0020282133
12,4.8146594e-05,5.1926465e-05,0.0018257584,0.0017241507
13,1.8653353e-06,1.8332327e-06,0.0023487923,0.0024106826
14,1.6513419e-05,1.7994513e-05,0.0017649493,0.0018018077
15,1.0850391e-05,8.060762e-06,0.0017335512,0.0017014402
16,3.617767e-11,2.8204291e-11,0.0014906778,0.0014728796
17,3.1095478e-08,1.3160411e-08,0.0017957678,0.0016769104
18,6.2130437e-07,4.7552754e-07,0.0018902301,0.0019434396
19,3.420291e-11,2.6024112e-11,0.0020680728,0.0021465947
20,3.4903388e-07,3.3768964e-07,0.0017560291,0.0016402745
21,3.5946087e-08,2.185063e-08,0.0017212662,0.0016901217
22,3.9314288e-11,2.4933725e-11,0.0018524571,0.0018283231
23,1.4452221e-08,9.318219e-08,0.0019493258,0.0018872597
24,1.3125899e-07,1.341163e-07,0.0018739033,0.0018705184
25,0.00021653908,0.00020443078,0.0017239834,0.0016520286
26,1.5649353e-11,1.0918817e-11,0.0023128428,0.0024574702
27,2.2716579e-08,1.6982519e-08,0.0022238381,0.0022057085
28,1.193125e-05,9.489012e-06,0.002182916,0.002079405
29,8.402129e-05,5.751335e-05,0.0017741056,0.0017001803
30,1.8009614e-07,1.797441e-07,0.0021424412,0.0017824903
31,2.6444511e-06,1.913233e-06,0.0018932765,0.0016268918
32,9.5436175e-09,5.334316e-09,0.0020205309,0.001994012
33,5.991973e-07,5.4608745e-07,0.0019402026,0.0017590951
34,1.4744317e-09,9.507118e-08,0.0019049547,0.0017835165
35,5.9754785e-07,4.940183e-07,0.0016854341,0.0015373819
36,4.571869e-08,7.137496e-08,0.0016542026,0.0014945744
37,1.6637951e-08,9.178866e-09,0.0016719088,0.001652533
38,1.601271e-07,1.4368202e-07,0.0020344357,0.0019680993
39,1.8976219e-07,1.6172658e-07,0.0018416365,0.0017483742
40,1.911381e-05,1.4000917e-05,0.0021815058,0.0022677667
41,2.482015e-07,2.4086253e-07,0.0018142804,0.0016596401
42,2.024476e-05,1.9666222e-05,0.0020938679,0.0019258314
43,2.796122e-10,1.5263552e-10,0.0022826393,0.002437231
44,3.4285424e-10,1.9073121e-10,0.0016361611,0.0016458088
45,9.960267e-08,1.1813332e-07,0.001860413,0.0018655213
46,5.245953e-10,3.0828282e-10,0.002198578,0.0023706758
47,1.0033042e-09,5.4131494e-10,0.0019973677,0.0019764672
48,4.8107493e-05,3.77646e-05,0.002121992,0.001890552
49,2.0899728e-08,1.0986518e-08,0.001635658,0.0014971902
