Sample,aupnn_prob,mc_prob,aupnn_logit,mc_logit
1,2.1747624e-06,2.2732943e-06,0.0030729612,0.003074223
2,4.0700925e-11,3.3430793e-11,0.0024716493,0.0025883236
3,2.9068037e-08,4.1986887e-08,0.00323044,0.0032609361
4,1.4311582e-09,8.159243e-10,0.0029429093,0.0030446057
5,3.3925637e-10,2.3094661e-10,0.0033656245,0.0037437386
6,1.8444316e-10,1.3567718e-10,0.0032885224,0.0036013064
7,9.910288e-10,5.538679e-10,0.003068522,0.003341749
8,1.8875044e-08,1.0969218e-08,0.0030709577,0.0030663107
9,2.0222983e-06,1.5423286e-06,0.003417906,0.0033602444
10,2.5544808e-14,1.5169174e-14,0.003117395,0.0034898017
11,1.569441e-11,1.4420812e-11,0.003066415,0.0032582064
12,3.8701202e-07,4.961317e-07,0.0031168028,0.0033564295
13,4.5959965e-09,5.6431135e-09,0.003718241,0.00411942
14,8.0584806e-07,8.356043e-07,0.0029216495,0.0033204325
15,1.675495e-06,1.6404741e-06,0.002851247,0.003036133
16,5.277098e-13,4.7751934e-13,0.0023219758,0.0023500547
17,2.1065061e-10,1.1180889e-10,0.0029379039,0.002966381
18,2.0209006e-11,1.1850926e-11,0.0028842383,0.0030673554
19,5.9621215e-13,5.6224155e-13,0.0034000396,0.0038345556
20,2.1341337e-07,2.443384e-07,0.0025667707,0.0025338568
21,3.2529205e-11,1.9378967e-11,0.0026427652,0.0027587465
22,4.3038924e-08,5.193157e-08,0.0026882298,0.002898726
23,1.9448663e-11,1.1637201e-11,0.0027411736,0.0028927498
24,8.684357e-09,2.4184722e-08,0.003161937,0.0035781309
25,2.9821769e-07,3.1278822e-07,0.0030702827,0.0032375718
26,1.6161834e-15,1.4562379e-15,0.0036184553,0.0042804135
27,1.1681622e-09,8.286598e-10,0.003657215,0.0037865266
28,1.5856014e-06,1.3359755e-06,0.00324029,0.0031461522
29,6.4784195e-05,5.152429e-05,0.0029501806,0.0031366884
30,1.6076318e-09,8.336146e-10,0.0033297525,0.003128525
31,3.1674862e-08,3.1679207e-08,0.0033766443,0.0032728212
32,6.4919625e-13,5.2335247e-13,0.0029074394,0.0030312247
33,3.2324063e-10,2.6372912e-10,0.0030384932,0.0029756527
34,1.7522291e-11,1.2386448e-11,0.0030563504,0.0031639622
35,8.51065e-12,8.058301e-12,0.0029219736,0.0029979597
36,7.39511e-12,6.0067246e-12,0.0027111631,0.0027560277
37,2.518427e-13,2.0467532e-13,0.002691065,0.0028134456
38,1.9495369e-08,1.7074898e-08,0.0026294508,0.002830091
39,1.3578703e-07,1.4682765e-07,0.0025862537,0.0024967883
40,1.8296959e-08,1.1832494e-08,0.0035451981,0.004048736
41,6.493608e-11,4.4107495e-11,0.0028007936,0.0028095269
42,7.1986356e-06,6.3977077e-06,0.003178528,0.0031674085
43,2.3404976e-12,2.0425623e-12,0.0035995117,0.0042870054
44,1.2864268e-16,1.0329183e-16,0.0024207018,0.0025459642
45,1.3693155e-11,1.2964195e-11,0.0031954816,0.0035783215
46,1.10995765e-14,1.2919487e-14,0.0033678832,0.003937382
