Sample,aupnn_prob,mc_prob,aupnn_logit,mc_logit
1,5.9605306e-08,7.517298e-08,0.0024047086,0.0025252944
2,5.950809e-11,3.216962e-11,0.002992107,0.0030473156
3,5.891797e-11,4.424237e-11,0.0024711369,0.0024020965
4,2.0492567e-05,1.1125053e-05,0.002101186,0.0021535303
5,3.5840453e-10,2.1606711e-10,0.0025246167,0.0025474683
6,3.8940556e-11,2.7697917e-11,0.0023767594,0.002499231
7,1.5069732e-11,1.423014e-11,0.0024471784,0.002554978
8,1.8013054e-06,1.3653216e-06,0.002436384,0.0024215272
9,2.668883e-08,6.049123e-08,0.0022644242,0.0021424382
10,1.939715e-10,9.86689e-11,0.0024401182,0.0024271617
11,1.7826991e-08,7.760948e-09,0.0023381372,0.0021641098
12,1.1474147e-08,6.1227143e-09,0.0025439635,0.0024978374
13,8.927689e-08,1.0829641e-07,0.0024823858,0.0024653624
14,3.1594943e-06,2.7266053e-06,0.002224765,0.0021453076
15,4.8748262e-11,4.3704217e-11,0.0025615045,0.0027325833
16,6.118941e-07,6.668609e-07,0.002942338,0.0030763056
17,1.0905744e-07,1.1586865e-07,0.0023411387,0.00238445
18,9.15157e-11,9.109983e-11,0.0027638478,0.003093222
19,1.4366874e-10,7.061724e-11,0.0027463941,0.0028923217
20,2.3571125e-08,6.783225e-08,0.0026636005,0.0026841012
21,2.5643837e-07,2.6953012e-07,0.0028280218,0.0027194482
22,1.7100018e-13,1.2156031e-13,0.0032688277,0.0035388777
23,2.8970848e-07,2.2672374e-07,0.0026822768,0.0029253606
24,2.1157903e-06,1.9208512e-06,0.0028148072,0.0029233035
25,1.3033953e-07,1.3590605e-07,0.0029900963,0.0029072517
26,8.0715345e-15,6.034247e-15,0.0025941108,0.0029830853
27,1.2676945e-05,1.3003219e-05,0.0027192929,0.0028047026
28,8.1900644e-08,1.0462762e-07,0.0022642498,0.0021609622
29,1.3431944e-08,8.109461e-09,0.0030379386,0.0029305073
30,3.3943975e-15,2.3750755e-15,0.0026280615,0.002819512
31,1.02472865e-11,6.864716e-12,0.0024504499,0.0024004315
32,7.903507e-09,3.7946343e-08,0.0025924346,0.0026984336
33,0.00018915263,0.00020352818,0.0026045034,0.002675318
34,2.0753868e-10,1.2737524e-10,0.0026361744,0.0024966095
35,6.5414714e-09,5.867485e-09,0.0026685589,0.0027119173
36,4.095616e-09,2.1552657e-09,0.0022053102,0.0021866646
37,3.0639448e-13,2.2430448e-13,0.0021885291,0.0020400824
38,7.497126e-08,1.2290444e-07,0.0027374078,0.002593139
39,1.825788e-12,1.5725557e-12,0.002498437,0.002412237
40,1.8063894e-09,1.1993623e-09,0.00276025,0.002921163
41,4.223267e-08,7.4968604e-08,0.0025619012,0.002417313
42,1.7157564e-07,1.6204487e-07,0.0024067457,0.002575406
43,4.9371387e-08,6.33779e-08,0.0026167228,0.0026855113
44,1.6103641e-07,1.947347e-07,0.002581984,0.002736576
45,2.5337902e-12,1.9802738e-12,0.002870964,0.0031183553
46,3.3129812e-08,4.9608122e-08,0.001954399,0.00197037
47,2.6020421e-09,1.3384341e-09,0.002317939,0.0023191723
48,3.0166975e-05,2.5823474e-05,0.0033039069,0.003334777
49,1.6713636e-10,8.903526e-11,0.002753749,0.0028657143
50,1.6028999e-06,1.4751315e-06,0.0025530108,0.0027166815
51,2.5743786e-08,4.7699356e-08,0.0024165947,0.002403562
52,9.3660724e-08,1.3593493e-07,0.0031864713,0.0033061008
53,9.739785e-08,1.1362336e-07,0.0029728743,0.0030296252
54,0.0003755231,0.00037719158,0.0026527825,0.0028163572
55,8.9615515e-10,6.4753e-10,0.0022460863,0.0023203895
56,3.2917367e-09,1.7016866e-09,0.0027072197,0.0025807703
57,0.00024440384,0.00022590396,0.002708565,0.0028792275
58,6.213324e-05,5.714474e-05,0.0026676785,0.0027000017
59,4.5330996e-17,3.832928e-17,0.0026153545,0.0027251346
60,1.1629947e-07,1.2793062e-07,0.0025534732,0.0026897215
61,4.3153062e-10,2.645178e-10,0.0023146367,0.002205896
62,9.528725e-06,8.802137e-06,0.0027048124,0.0026453247
63,5.03681e-10,2.939693e-10,0.0023041058,0.0024117136
64,8.408657e-08,1.0283247e-07,0.002711331,0.0029446965
65,1.37541315e-11,9.374449e-12,0.0027527446,0.0029088662
66,3.0817553e-06,2.6157616e-06,0.0026225783,0.0023785331
67,2.5252242e-10,1.828301e-10,0.002943382,0.0029521442
68,2.2407829e-05,2.4310642e-05,0.0028835288,0.0029979965
69,1.4265875e-08,9.466126e-08,0.002449649,0.002506946
70,9.244982e-08,9.601165e-08,0.0028671247,0.0029857466
71,1.5640169e-09,7.745184e-10,0.0024033545,0.002407147
72,1.0846382e-12,8.733018e-13,0.0031436633,0.0031487287
73,1.655205e-08,9.46524e-08,0.0029711449,0.0027383503
74,1.1429569e-11,8.567599e-12,0.0026298014,0.0024661187
75,5.0020862e-08,8.3034614e-08,0.002627143,0.002539197
76,9.228733e-15,7.27223e-15,0.0022344394,0.002123588
77,1.7424998e-07,1.7101753e-07,0.0018738313,0.0018403677
78,1.2426193e-07,1.13983475e-07,0.0027180559,0.0027059142
79,1.7293216e-09,7.870768e-10,0.0021237168,0.0020971512
80,6.9417333e-06,6.1320206e-06,0.002800703,0.0030408928
81,5.94177e-09,2.4793145e-08,0.0021204846,0.0020843311
82,1.1426825e-12,1.0317897e-12,0.0027219462,0.0028700188
83,2.0010757e-11,1.380652e-11,0.002697861,0.002820064
84,9.809789e-10,6.47946e-10,0.002503191,0.0025838017
85,4.2237028e-10,2.3843602e-10,0.002869109,0.0029621515
86,7.744454e-06,7.470607e-06,0.0027266939,0.0027755436
87,1.0123902e-08,6.491934e-09,0.0023118074,0.0022543268
88,6.00284e-08,6.164086e-08,0.0028482906,0.0029693886
89,7.451329e-09,4.42554e-09,0.002744826,0.002707627
90,3.022137e-08,2.113079e-08,0.002587994,0.0027370276
91,1.6436191e-11,1.30241954e-11,0.0022994217,0.0024133096
92,4.828751e-09,2.9189247e-09,0.0030499075,0.0031518252
93,4.9753802e-11,3.237896e-11,0.002649948,0.0027747126
94,6.5117014e-09,2.4101947e-09,0.0020720803,0.00217414
95,1.8035896e-10,9.4440414e-11,0.0025277839,0.0025225056
96,4.6783816e-07,3.5448673e-07,0.0024537619,0.002467388
97,2.0784943e-11,1.5259198e-11,0.002445728,0.0025272844
98,2.460102e-08,4.6954035e-08,0.0017729558,0.001647411
99,1.7539312e-10,8.5022614e-11,0.0028790215,0.0030224167
100,6.012372e-13,5.080022e-13,0.0022783675,0.0021891743
101,1.9097052e-12,1.4644659e-12,0.002812019,0.0030960138
102,2.384458e-09,1.3692306e-09,0.0025525002,0.0024420395
103,3.08553e-10,2.0831209e-10,0.0025397756,0.0026490886
104,8.1578854e-08,1.1055249e-07,0.002605462,0.0025244572
105,1.4057238e-07,1.4682584e-07,0.0030519331,0.0029026356
106,4.1309696e-07,3.7269263e-07,0.0028360065,0.0026240759
107,2.1350403e-10,1.4638486e-10,0.0021403905,0.0021089967
108,1.922533e-12,1.552887e-12,0.002521609,0.002490145
109,1.946132e-06,1.7916076e-06,0.0027744623,0.0028058344
110,2.195414e-05,2.8403265e-05,0.0031543504,0.0032793004
