Sample,aupnn_prob,mc_prob,aupnn_logit,mc_logit
1,6.735846e-05,6.7927496e-05,0.0023495157,0.0023059025
2,7.730568e-12,7.502757e-12,0.0020953633,0.002169825
3,3.9885744e-09,2.1812994e-09,0.0024755937,0.0024367059
4,1.9084894e-08,5.170139e-08,0.0023022199,0.0023195392
5,1.6591391e-12,1.4974339e-12,0.0028542343,0.003143538
6,1.03801e-09,1.1936973e-08,0.0022377688,0.0023094304
7,4.2130202e-07,4.3317277e-07,0.0024645266,0.0027138893
8,1.2657534e-07,1.2265215e-07,0.0024950106,0.0025389476
9,9.548437e-07,7.656364e-07,0.0024058186,0.0022147512
10,1.1255778e-11,1.1078904e-11,0.0027618767,0.0031732263
11,5.6686628e-11,5.5005653e-11,0.002570989,0.002755937
12,6.906444e-06,7.5817165e-06,0.002272416,0.0022698536
13,3.6341553e-06,4.3747214e-06,0.0032008311,0.003556589
14,2.6130852e-05,2.8912676e-05,0.002374971,0.0026686785
15,4.125284e-07,4.1577215e-07,0.0023832112,0.0024599899
16,3.7618393e-14,3.0869438e-14,0.0021502068,0.0022184523
17,5.428376e-10,3.5274345e-10,0.002507768,0.002523108
18,1.0242212e-08,7.780522e-09,0.0023750023,0.0025379113
19,1.8782835e-11,1.5343483e-11,0.0026215476,0.002905747
20,6.407848e-08,9.3952984e-08,0.0022795151,0.00221451
21,4.3996387e-10,2.3677685e-10,0.0022163775,0.0022700888
22,7.819001e-12,4.6571622e-12,0.0022392953,0.0023312503
23,1.2832012e-10,6.165629e-11,0.002562873,0.0027181385
24,8.7186166e-08,1.04497644e-07,0.0023720008,0.0025374948
25,0.00030367408,0.00027670758,0.002474554,0.0025439619
26,8.479093e-13,6.8634134e-13,0.0029411388,0.0033936233
27,3.3011684e-11,2.6022316e-11,0.0029780222,0.0031234312
28,9.820026e-07,8.30783e-07,0.002457768,0.0023461285
29,0.00015459544,0.00011238358,0.0022616538,0.0023487518
30,7.451279e-09,3.6598715e-09,0.0027320841,0.0024723972
31,2.7670252e-08,3.0969474e-08,0.002562492,0.002396362
32,6.90545e-12,4.8388494e-12,0.0025100238,0.0026221403
33,3.8020212e-06,3.4035652e-06,0.0026157396,0.0025002873
34,3.124197e-10,1.6339245e-10,0.0023693428,0.0023701768
35,3.966085e-09,2.5051743e-09,0.002321828,0.002284633
36,4.7831017e-11,3.9643098e-11,0.0023707582,0.002389689
37,1.2642666e-12,1.0275548e-12,0.0022173848,0.0022926955
38,8.621841e-07,6.9758073e-07,0.0023002992,0.0023821036
39,6.774051e-09,3.6553305e-09,0.002454523,0.00241775
40,2.4024382e-07,2.1252347e-07,0.0027662418,0.0030906706
41,1.2923124e-09,9.206025e-10,0.0022080056,0.0021316952
